"調査年 コード","調査年","地域 コード","地域","/項目","A6103_流出人口（県内他市区町村で従業・通学している人口）【人】","注釈"
"2020100000","2020年度","08364","茨城県 大子町","","1,514",""
"2020100000","2020年度","08442","茨城県 美浦村","","3,657",""
"2020100000","2020年度","08443","茨城県 阿見町","","12,575",""
"2020100000","2020年度","08447","茨城県 河内町","","1,670",""
"2020100000","2020年度","08521","茨城県 八千代町","","5,494",""
"2020100000","2020年度","08542","茨城県 五霞町","","408",""
"2020100000","2020年度","08546","茨城県 境町","","4,604",""
"2020100000","2020年度","08564","茨城県 利根町","","2,315",""
"2020100000","2020年度","09201","栃木県 宇都宮市","","47,724",""
"2020100000","2020年度","09202","栃木県 足利市","","6,687",""
"2020100000","2020年度","09203","栃木県 栃木市","","22,918",""
"2020100000","2020年度","09204","栃木県 佐野市","","11,651",""
"2020100000","2020年度","09205","栃木県 鹿沼市","","15,856",""
"2020100000","2020年度","09206","栃木県 日光市","","9,045",""
"2020100000","2020年度","09208","栃木県 小山市","","18,668",""
"2020100000","2020年度","09209","栃木県 真岡市","","13,011",""
"2020100000","2020年度","09210","栃木県 大田原市","","12,257",""
"2020100000","2020年度","09211","栃木県 矢板市","","7,985",""
"2020100000","2020年度","09213","栃木県 那須塩原市","","18,844",""
"2020100000","2020年度","09214","栃木県 さくら市","","12,157",""
"2020100000","2020年度","09215","栃木県 那須烏山市","","5,375",""
"2020100000","2020年度","09216","栃木県 下野市","","15,743",""
"2020100000","2020年度","09301","栃木県 上三川町","","9,266",""
"2020100000","2020年度","09342","栃木県 益子町","","6,097",""
"2020100000","2020年度","09343","栃木県 茂木町","","2,702",""
"2020100000","2020年度","09344","栃木県 市貝町","","3,870",""
"2020100000","2020年度","09345","栃木県 芳賀町","","4,173",""
"2020100000","2020年度","09361","栃木県 壬生町","","11,017",""
"2020100000","2020年度","09364","栃木県 野木町","","2,967",""
"2020100000","2020年度","09384","栃木県 塩谷町","","3,064",""
"2020100000","2020年度","09386","栃木県 高根沢町","","9,590",""
"2020100000","2020年度","09407","栃木県 那須町","","3,620",""
"2020100000","2020年度","09411","栃木県 那珂川町","","3,520",""
"2020100000","2020年度","10201","群馬県 前橋市","","46,194",""
"2020100000","2020年度","10202","群馬県 高崎市","","49,455",""
"2020100000","2020年度","10203","群馬県 桐生市","","18,584",""
"2020100000","2020年度","10204","群馬県 伊勢崎市","","35,653",""
"2020100000","2020年度","10205","群馬県 太田市","","24,294",""
"2020100000","2020年度","10206","群馬県 沼田市","","6,703",""
"2020100000","2020年度","10207","群馬県 館林市","","10,679",""
"2020100000","2020年度","10208","群馬県 渋川市","","14,602",""
"2020100000","2020年度","10209","群馬県 藤岡市","","11,820",""
"2020100000","2020年度","10210","群馬県 富岡市","","8,246",""
"2020100000","2020年度","10211","群馬県 安中市","","10,884",""
"2020100000","2020年度","10212","群馬県 みどり市","","14,972",""
"2020100000","2020年度","10344","群馬県 榛東村","","5,184",""
"2020100000","2020年度","10345","群馬県 吉岡町","","8,410",""
"2020100000","2020年度","10366","群馬県 上野村","","86",""
"2020100000","2020年度","10367","群馬県 神流町","","128",""
"2020100000","2020年度","10382","群馬県 下仁田町","","1,396",""
"2020100000","2020年度","10383","群馬県 南牧村","","288",""
"2020100000","2020年度","10384","群馬県 甘楽町","","3,848",""
"2020100000","2020年度","10421","群馬県 中之条町","","3,435",""
"2020100000","2020年度","10424","群馬県 長野原町","","817",""
"2020100000","2020年度","10425","群馬県 嬬恋村","","877",""
"2020100000","2020年度","10426","群馬県 草津町","","375",""
"2020100000","2020年度","10428","群馬県 高山村","","1,014",""
"2020100000","2020年度","10429","群馬県 東吾妻町","","2,770",""
"2020100000","2020年度","10443","群馬県 片品村","","493",""
"2020100000","2020年度","10444","群馬県 川場村","","849",""
"2020100000","2020年度","10448","群馬県 昭和村","","1,603",""
"2020100000","2020年度","10449","群馬県 みなかみ町","","3,093",""
"2020100000","2020年度","10464","群馬県 玉村町","","11,764",""
"2020100000","2020年度","10521","群馬県 板倉町","","2,069",""
"2020100000","2020年度","10522","群馬県 明和町","","2,442",""
"2020100000","2020年度","10523","群馬県 千代田町","","2,686",""
"2020100000","2020年度","10524","群馬県 大泉町","","9,323",""
"2020100000","2020年度","10525","群馬県 邑楽町","","6,492",""
"2020100000","2020年度","11100","埼玉県 さいたま市","","218,085",""
"2020100000","2020年度","11101","埼玉県 さいたま市 西区","","18,124",""
"2020100000","2020年度","11102","埼玉県 さいたま市 北区","","26,126",""
"2020100000","2020年度","11103","埼玉県 さいたま市 大宮区","","17,172",""
"2020100000","2020年度","11104","埼玉県 さいたま市 見沼区","","30,486",""
"2020100000","2020年度","11105","埼玉県 さいたま市 中央区","","16,910",""
"2020100000","2020年度","11106","埼玉県 さいたま市 桜区","","17,053",""
"2020100000","2020年度","11107","埼玉県 さいたま市 浦和区","","21,571",""
"2020100000","2020年度","11108","埼玉県 さいたま市 南区","","29,903",""
"2020100000","2020年度","11109","埼玉県 さいたま市 緑区","","22,580",""
"2020100000","2020年度","11110","埼玉県 さいたま市 岩槻区","","18,160",""
"2020100000","2020年度","11201","埼玉県 川越市","","51,734",""
"2020100000","2020年度","11202","埼玉県 熊谷市","","31,456",""
"2020100000","2020年度","11203","埼玉県 川口市","","49,947",""
"2020100000","2020年度","11206","埼玉県 行田市","","17,362",""
"2020100000","2020年度","11207","埼玉県 秩父市","","7,686",""
"2020100000","2020年度","11208","埼玉県 所沢市","","29,001",""
"2020100000","2020年度","11209","埼玉県 飯能市","","13,122",""
"2020100000","2020年度","11210","埼玉県 加須市","","21,299",""
"2020100000","2020年度","11211","埼玉県 本庄市","","11,944",""
"2020100000","2020年度","11212","埼玉県 東松山市","","19,087",""
"2020100000","2020年度","11214","埼玉県 春日部市","","36,688",""
"2020100000","2020年度","11215","埼玉県 狭山市","","23,556",""
"2020100000","2020年度","11216","埼玉県 羽生市","","10,378",""
"2020100000","2020年度","11217","埼玉県 鴻巣市","","27,504",""
"2020100000","2020年度","11218","埼玉県 深谷市","","25,627",""
"2020100000","2020年度","11219","埼玉県 上尾市","","45,626",""
"2020100000","2020年度","11221","埼玉県 草加市","","24,173",""
"2020100000","2020年度","11222","埼玉県 越谷市","","41,714",""
"2020100000","2020年度","11223","埼玉県 蕨市","","11,135",""
"2020100000","2020年度","11224","埼玉県 戸田市","","14,048",""
"2020100000","2020年度","11225","埼玉県 入間市","","21,970",""
"2020100000","2020年度","11227","埼玉県 朝霞市","","16,905",""
"2020100000","2020年度","11228","埼玉県 志木市","","11,911",""
"2020100000","2020年度","11229","埼玉県 和光市","","5,756",""
"2020100000","2020年度","11230","埼玉県 新座市","","16,647",""
"2020100000","2020年度","11231","埼玉県 桶川市","","18,549",""
"2020100000","2020年度","11232","埼玉県 久喜市","","26,438",""
"2020100000","2020年度","11233","埼玉県 北本市","","15,661",""
"2020100000","2020年度","11234","埼玉県 八潮市","","7,807",""
"2020100000","2020年度","11235","埼玉県 富士見市","","20,408",""
"2020100000","2020年度","11237","埼玉県 三郷市","","11,421",""
"2020100000","2020年度","11238","埼玉県 蓮田市","","13,729",""
"2020100000","2020年度","11239","埼玉県 坂戸市","","23,916",""
"2020100000","2020年度","11240","埼玉県 幸手市","","9,788",""
"2020100000","2020年度","11241","埼玉県 鶴ヶ島市","","18,085",""
"2020100000","2020年度","11242","埼玉県 日高市","","12,486",""
"2020100000","2020年度","11243","埼玉県 吉川市","","13,153",""
"2020100000","2020年度","11245","埼玉県 ふじみ野市","","20,405",""
"2020100000","2020年度","11246","埼玉県 白岡市","","13,043",""
"2020100000","2020年度","11301","埼玉県 伊奈町","","12,018",""
"2020100000","2020年度","11324","埼玉県 三芳町","","6,650",""
"2020100000","2020年度","11326","埼玉県 毛呂山町","","8,741",""
"2020100000","2020年度","11327","埼玉県 越生町","","3,463",""
"2020100000","2020年度","11341","埼玉県 滑川町","","6,110",""
"2020100000","2020年度","11342","埼玉県 嵐山町","","5,075",""
"2020100000","2020年度","11343","埼玉県 小川町","","7,767",""
"2020100000","2020年度","11346","埼玉県 川島町","","5,086",""
"2020100000","2020年度","11347","埼玉県 吉見町","","6,042",""
"2020100000","2020年度","11348","埼玉県 鳩山町","","3,613",""
"2020100000","2020年度","11349","埼玉県 ときがわ町","","3,107",""
"2020100000","2020年度","11361","埼玉県 横瀬町","","2,365",""
"2020100000","2020年度","11362","埼玉県 皆野町","","2,671",""
"2020100000","2020年度","11363","埼玉県 長瀞町","","1,982",""
"2020100000","2020年度","11365","埼玉県 小鹿野町","","2,228",""
"2020100000","2020年度","11369","埼玉県 東秩父村","","746",""
"2020100000","2020年度","11381","埼玉県 美里町","","3,006",""
"2020100000","2020年度","11383","埼玉県 神川町","","2,800",""
"2020100000","2020年度","11385","埼玉県 上里町","","6,778",""
"2020100000","2020年度","11408","埼玉県 寄居町","","8,614",""
"2020100000","2020年度","11442","埼玉県 宮代町","","8,567",""
"2020100000","2020年度","11464","埼玉県 杉戸町","","10,002",""
"2020100000","2020年度","11465","埼玉県 松伏町","","7,035",""
"2020100000","2020年度","12100","千葉県 千葉市","","186,718",""
"2020100000","2020年度","12101","千葉県 千葉市 中央区","","34,419",""
"2020100000","2020年度","12102","千葉県 千葉市 花見川区","","37,251",""
"2020100000","2020年度","12103","千葉県 千葉市 稲毛区","","31,100",""
"2020100000","2020年度","12104","千葉県 千葉市 若葉区","","31,550",""
"2020100000","2020年度","12105","千葉県 千葉市 緑区","","31,150",""
"2020100000","2020年度","12106","千葉県 千葉市 美浜区","","21,248",""
"2020100000","2020年度","12202","千葉県 銚子市","","4,177",""
"2020100000","2020年度","12203","千葉県 市川市","","39,607",""
"2020100000","2020年度","12204","千葉県 船橋市","","78,266",""
"2020100000","2020年度","12205","千葉県 館山市","","4,554",""
"2020100000","2020年度","12206","千葉県 木更津市","","23,245",""
"2020100000","2020年度","12207","千葉県 松戸市","","44,911",""
"2020100000","2020年度","12208","千葉県 野田市","","12,361",""
"2020100000","2020年度","12210","千葉県 茂原市","","17,503",""
"2020100000","2020年度","12211","千葉県 成田市","","19,213",""
"2020100000","2020年度","12212","千葉県 佐倉市","","33,759",""
"2020100000","2020年度","12213","千葉県 東金市","","13,134",""
"2020100000","2020年度","12215","千葉県 旭市","","10,597",""
"2020100000","2020年度","12216","千葉県 習志野市","","32,551",""
"2020100000","2020年度","12217","千葉県 柏市","","40,967",""
"2020100000","2020年度","12218","千葉県 勝浦市","","2,831",""
"2020100000","2020年度","12219","千葉県 市原市","","39,071",""
"2020100000","2020年度","12220","千葉県 流山市","","25,362",""
"2020100000","2020年度","12221","千葉県 八千代市","","33,422",""
"2020100000","2020年度","12222","千葉県 我孫子市","","17,012",""
